po_id,purchase_date,vendor,category,business_unit,item_description,quantity,unit_price_usd,total_spend_usd,contract_term_months,renewal_date,utilization_pct,status
PO-00411,2024-07-26,HP,Laptops,Corporate IT,HP Laptops,255,1358.55,346430.25,36,2027-07-11,77,In Procurement
PO-00412,2023-02-09,Oracle,Software License,Consumer Products,Oracle Software License,411,136142.34,55954501.74,24,2025-01-29,79,In Procurement
PO-00413,2026-03-04,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,281786.95,281786.95,36,2029-02-16,60,Active
PO-00414,2024-07-29,Dell EMC,Storage,Fraud & Risk,Dell EMC Storage,1,225504.72,225504.72,12,2025-07-24,83,In Procurement
PO-00415,2023-07-25,Apple,Laptops,Corporate IT,Apple Laptops,129,3732.35,481473.15,12,2024-07-19,58,In Procurement
PO-00416,2025-03-06,CrowdStrike,Security,Fraud & Risk,CrowdStrike Security,37,153138.39,5666120.43,24,2027-02-24,53,In Procurement
PO-00417,2025-01-04,Palo Alto,Security,Fraud & Risk,Palo Alto Security,16,108690.91,1739054.56,36,2027-12-20,100,Pending Renewal
PO-00418,2025-10-05,Oracle,Software License,Corporate IT,Oracle Software License,486,47464.30,23067649.80,36,2028-09-19,74,Active
PO-00419,2024-03-24,Palo Alto,Network Hardware,Core Payments,Palo Alto Network Hardware,2,11459.32,22918.64,12,2025-03-19,67,Pending Renewal
PO-00420,2024-10-24,Arista,Network Hardware,Merchant Services,Arista Network Hardware,12,25407.89,304894.68,12,2025-10-19,67,Active
PO-00421,2023-05-29,Arista,Network Hardware,Core Payments,Arista Network Hardware,9,103976.99,935792.91,36,2026-05-13,58,Pending Renewal
PO-00422,2023-11-19,Lenovo,Server Hardware,Merchant Services,Lenovo Server Hardware,11,13048.71,143535.81,60,2028-10-23,36,Active
PO-00423,2026-02-24,Zscaler,Security,Consumer Products,Zscaler Security,21,35485.47,745194.87,36,2029-02-08,91,Active
PO-00424,2024-08-26,Arista,Network Hardware,Data Platform,Arista Network Hardware,5,89409.42,447047.10,12,2025-08-21,48,Active
PO-00425,2026-03-08,AWS,Cloud Services,Consumer Products,AWS Cloud Services,1,682098.00,682098.00,12,2027-03-03,75,In Procurement
PO-00426,2025-10-13,Oracle,Software License,Consumer Products,Oracle Software License,290,26475.50,7677895.00,12,2026-10-08,85,Active
PO-00427,2023-12-10,AWS,Cloud Services,Fraud & Risk,AWS Cloud Services,1,786079.93,786079.93,36,2026-11-24,75,Retired
PO-00428,2024-06-27,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,362837.65,362837.65,12,2025-06-22,61,Active
PO-00429,2023-01-03,AWS,Cloud Services,Merchant Services,AWS Cloud Services,1,631745.80,631745.80,12,2023-12-29,41,Active
PO-00430,2023-07-27,HP,Laptops,Data Platform,HP Laptops,189,2619.66,495115.74,36,2026-07-11,91,In Procurement
PO-00431,2023-03-10,Palo Alto,Security,Fraud & Risk,Palo Alto Security,29,17899.14,519075.06,24,2025-02-27,84,Active
PO-00432,2023-06-03,Lenovo,Server Hardware,Fraud & Risk,Lenovo Server Hardware,13,13953.47,181395.11,60,2028-05-07,70,Active
PO-00433,2025-06-02,Dell EMC,Storage,Corporate IT,Dell EMC Storage,4,180558.59,722234.36,60,2030-05-07,91,Active
PO-00434,2025-04-18,Dell,Server Hardware,Merchant Services,Dell Server Hardware,7,44052.74,308369.18,60,2030-03-23,100,Pending Renewal
PO-00435,2024-09-01,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,531872.34,531872.34,12,2025-08-27,86,Pending Renewal
PO-00436,2025-05-25,Zscaler,Security,Fraud & Risk,Zscaler Security,4,68145.06,272580.24,12,2026-05-20,80,Active
PO-00437,2024-02-28,GCP,Cloud Services,Data Platform,GCP Cloud Services,1,86619.65,86619.65,12,2025-02-22,28,Active
PO-00438,2024-06-26,CrowdStrike,Security,Merchant Services,CrowdStrike Security,26,87415.28,2272797.28,12,2025-06-21,21,Retired
PO-00439,2025-01-26,Datadog,Software License,Fraud & Risk,Datadog Software License,190,221430.43,42071781.70,12,2026-01-21,51,Active
PO-00440,2023-07-18,NetApp,Storage,Merchant Services,NetApp Storage,5,29485.25,147426.25,12,2024-07-12,73,Retired
PO-00441,2023-05-05,Dell EMC,Storage,Data Platform,Dell EMC Storage,5,68465.50,342327.50,36,2026-04-19,77,Pending Renewal
PO-00442,2023-06-11,Azure,Cloud Services,Corporate IT,Azure Cloud Services,1,386247.20,386247.20,24,2025-05-31,47,In Procurement
PO-00443,2025-07-08,AWS,Cloud Services,Corporate IT,AWS Cloud Services,1,105022.68,105022.68,12,2026-07-03,80,Active
PO-00444,2025-06-10,Cisco,Network Hardware,Data Platform,Cisco Network Hardware,2,118652.19,237304.38,12,2026-06-05,63,In Procurement
PO-00445,2023-05-18,AWS,Cloud Services,Corporate IT,AWS Cloud Services,1,262602.10,262602.10,12,2024-05-12,51,Active
PO-00446,2023-01-26,Okta,Security,Corporate IT,Okta Security,30,165503.33,4965099.90,36,2026-01-10,82,Pending Renewal
PO-00447,2023-10-31,ServiceNow,Software License,Data Platform,ServiceNow Software License,58,103903.38,6026396.04,36,2026-10-15,36,Active
PO-00448,2025-04-21,Dell,Server Hardware,Merchant Services,Dell Server Hardware,18,40565.02,730170.36,36,2028-04-05,48,Active
PO-00449,2024-07-18,Azure,Cloud Services,Corporate IT,Azure Cloud Services,1,39597.88,39597.88,24,2026-07-08,86,Retired
PO-00450,2023-04-11,Dell,Laptops,Data Platform,Dell Laptops,179,2995.34,536165.86,60,2028-03-15,91,Active
PO-00451,2024-09-12,Pure Storage,Storage,Core Payments,Pure Storage Storage,3,207085.69,621257.07,36,2027-08-28,63,Retired
PO-00452,2025-06-26,AWS,Cloud Services,Fraud & Risk,AWS Cloud Services,1,247379.55,247379.55,24,2027-06-16,93,Active
PO-00453,2024-03-08,Azure,Cloud Services,Corporate IT,Azure Cloud Services,1,158469.20,158469.20,24,2026-02-26,65,In Procurement
PO-00454,2025-11-03,NetApp,Storage,Corporate IT,NetApp Storage,2,30419.99,60839.98,36,2028-10-18,30,Active
PO-00455,2024-02-16,CrowdStrike,Security,Fraud & Risk,CrowdStrike Security,13,158156.60,2056035.80,12,2025-02-10,68,Active
PO-00456,2025-10-31,AWS,Cloud Services,Merchant Services,AWS Cloud Services,1,660569.97,660569.97,24,2027-10-21,92,Retired
PO-00457,2025-07-02,Dell,Server Hardware,Fraud & Risk,Dell Server Hardware,12,26085.11,313021.32,12,2026-06-27,92,Pending Renewal
PO-00458,2023-07-05,Pure Storage,Storage,Fraud & Risk,Pure Storage Storage,3,191005.87,573017.61,36,2026-06-19,61,Pending Renewal
PO-00459,2024-02-28,Arista,Network Hardware,Fraud & Risk,Arista Network Hardware,11,30887.88,339766.68,36,2027-02-12,52,In Procurement
PO-00460,2023-01-18,CrowdStrike,Security,Data Platform,CrowdStrike Security,9,118290.02,1064610.18,12,2024-01-13,46,Active
PO-00461,2024-07-17,Splunk,Software License,Consumer Products,Splunk Software License,496,177487.37,88033735.52,24,2026-07-07,100,Pending Renewal
PO-00462,2025-03-24,Apple,Laptops,Consumer Products,Apple Laptops,276,3343.21,922725.96,60,2030-02-26,41,Active
PO-00463,2024-08-01,Lenovo,Server Hardware,Corporate IT,Lenovo Server Hardware,21,29969.58,629361.18,36,2027-07-17,57,Active
PO-00464,2024-09-03,Dell EMC,Storage,Merchant Services,Dell EMC Storage,3,76369.52,229108.56,12,2025-08-29,44,Active
PO-00465,2025-04-07,Oracle,Software License,Core Payments,Oracle Software License,413,214400.18,88547274.34,36,2028-03-22,62,Active
PO-00466,2025-04-08,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,726460.13,726460.13,24,2027-03-29,78,Retired
PO-00467,2025-12-30,HPE,Server Hardware,Merchant Services,HPE Server Hardware,24,34394.66,825471.84,60,2030-12-04,78,Retired
PO-00468,2026-02-17,Dell EMC,Storage,Merchant Services,Dell EMC Storage,2,212550.09,425100.18,12,2027-02-12,21,Active
PO-00469,2026-02-18,Supermicro,Server Hardware,Fraud & Risk,Supermicro Server Hardware,24,17570.12,421682.88,12,2027-02-13,100,Retired
PO-00470,2024-09-20,HPE,Server Hardware,Merchant Services,HPE Server Hardware,8,35535.77,284286.16,36,2027-09-05,52,In Procurement
PO-00471,2023-08-30,Pure Storage,Storage,Merchant Services,Pure Storage Storage,5,84102.01,420510.05,36,2026-08-14,97,Pending Renewal
PO-00472,2023-09-03,Microsoft,Software License,Data Platform,Microsoft Software License,456,49038.68,22361638.08,36,2026-08-18,78,Active
PO-00473,2023-11-05,Splunk,Software License,Data Platform,Splunk Software License,28,217776.86,6097752.08,12,2024-10-30,88,Pending Renewal
PO-00474,2025-09-25,Lenovo,Laptops,Merchant Services,Lenovo Laptops,102,3225.25,328975.50,36,2028-09-09,67,Retired
PO-00475,2024-07-14,Juniper,Network Hardware,Consumer Products,Juniper Network Hardware,1,5542.05,5542.05,12,2025-07-09,68,In Procurement
PO-00476,2025-05-29,Palo Alto,Network Hardware,Core Payments,Palo Alto Network Hardware,3,75665.17,226995.51,36,2028-05-13,54,Active
PO-00477,2025-02-03,HP,Laptops,Core Payments,HP Laptops,29,2587.83,75047.07,12,2026-01-29,96,Pending Renewal
PO-00478,2024-05-24,Cisco,Network Hardware,Consumer Products,Cisco Network Hardware,1,77069.00,77069.00,12,2025-05-19,44,Retired
PO-00479,2024-09-18,Pure Storage,Storage,Fraud & Risk,Pure Storage Storage,1,105134.36,105134.36,12,2025-09-13,74,Active
PO-00480,2025-09-30,Apple,Laptops,Data Platform,Apple Laptops,78,2091.11,163106.58,36,2028-09-14,70,In Procurement
PO-00481,2023-09-26,Arista,Network Hardware,Data Platform,Arista Network Hardware,1,31268.10,31268.10,12,2024-09-20,65,Active
PO-00482,2025-02-07,Lenovo,Server Hardware,Consumer Products,Lenovo Server Hardware,21,37308.70,783482.70,60,2030-01-12,38,Active
PO-00483,2023-02-10,CrowdStrike,Security,Corporate IT,CrowdStrike Security,4,120844.74,483378.96,12,2024-02-05,59,Active
PO-00484,2023-01-20,Lenovo,Server Hardware,Data Platform,Lenovo Server Hardware,23,13665.70,314311.10,36,2026-01-04,46,Active
PO-00485,2023-10-08,AWS,Cloud Services,Consumer Products,AWS Cloud Services,1,502010.24,502010.24,24,2025-09-27,73,Retired
PO-00486,2025-10-16,Microsoft,Software License,Merchant Services,Microsoft Software License,59,196297.64,11581560.76,12,2026-10-11,58,Pending Renewal
PO-00487,2025-04-19,Juniper,Network Hardware,Corporate IT,Juniper Network Hardware,4,46161.01,184644.04,36,2028-04-03,82,Active
PO-00488,2023-07-02,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,12163.02,12163.02,12,2024-06-26,91,In Procurement
PO-00489,2025-11-13,Salesforce,Software License,Data Platform,Salesforce Software License,77,237386.78,18278782.06,12,2026-11-08,66,Active
PO-00490,2023-04-13,AWS,Cloud Services,Data Platform,AWS Cloud Services,1,218658.77,218658.77,12,2024-04-07,57,In Procurement
PO-00491,2024-10-02,Cisco,Network Hardware,Merchant Services,Cisco Network Hardware,6,97183.55,583101.30,36,2027-09-17,67,In Procurement
PO-00492,2024-11-04,Dell,Server Hardware,Fraud & Risk,Dell Server Hardware,22,31946.35,702819.70,36,2027-10-20,58,Active
PO-00493,2024-12-02,Splunk,Software License,Consumer Products,Splunk Software License,48,93469.23,4486523.04,12,2025-11-27,84,Active
PO-00494,2023-12-08,Pure Storage,Storage,Consumer Products,Pure Storage Storage,4,202976.29,811905.16,12,2024-12-02,82,Active
PO-00495,2025-09-15,GCP,Cloud Services,Core Payments,GCP Cloud Services,1,91933.35,91933.35,36,2028-08-30,61,Active
PO-00496,2023-09-25,Okta,Security,Corporate IT,Okta Security,2,155950.76,311901.52,24,2025-09-14,55,Active
PO-00497,2024-10-05,Supermicro,Server Hardware,Data Platform,Supermicro Server Hardware,2,10343.43,20686.86,12,2025-09-30,58,In Procurement
PO-00498,2024-11-23,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,782537.49,782537.49,36,2027-11-08,36,Pending Renewal
PO-00499,2024-05-24,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,351949.85,351949.85,24,2026-05-14,49,Pending Renewal
PO-00500,2025-11-01,CrowdStrike,Security,Core Payments,CrowdStrike Security,42,168515.00,7077630.00,24,2027-10-22,95,In Procurement
PO-00501,2024-11-08,Lenovo,Laptops,Core Payments,Lenovo Laptops,261,2033.65,530782.65,36,2027-10-24,82,Retired
PO-00502,2026-03-19,HP,Laptops,Fraud & Risk,HP Laptops,50,2393.65,119682.50,36,2029-03-03,72,Active
PO-00503,2025-10-15,Zscaler,Security,Data Platform,Zscaler Security,21,25773.70,541247.70,36,2028-09-29,62,Active
PO-00504,2024-09-15,Dell,Server Hardware,Core Payments,Dell Server Hardware,20,43637.34,872746.80,60,2029-08-20,59,Pending Renewal
PO-00505,2024-04-01,Palo Alto,Network Hardware,Merchant Services,Palo Alto Network Hardware,6,99910.76,599464.56,36,2027-03-17,49,Pending Renewal
PO-00506,2024-03-30,Apple,Laptops,Consumer Products,Apple Laptops,241,1496.46,360646.86,12,2025-03-25,100,Active
PO-00507,2023-08-06,Dell EMC,Storage,Merchant Services,Dell EMC Storage,5,137666.50,688332.50,12,2024-07-31,88,In Procurement
PO-00508,2024-02-06,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,94499.59,94499.59,12,2025-01-31,52,Active
PO-00509,2024-01-26,Zscaler,Security,Fraud & Risk,Zscaler Security,30,149296.98,4478909.40,36,2027-01-10,48,Active
PO-00510,2025-07-11,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,619994.69,619994.69,24,2027-07-01,99,Retired
PO-00511,2025-12-22,ServiceNow,Software License,Fraud & Risk,ServiceNow Software License,494,124957.75,61729128.50,36,2028-12-06,100,In Procurement
PO-00512,2023-12-29,Datadog,Software License,Corporate IT,Datadog Software License,400,230330.00,92132000.00,36,2026-12-13,83,Pending Renewal
PO-00513,2024-10-21,Arista,Network Hardware,Core Payments,Arista Network Hardware,7,80615.01,564305.07,60,2029-09-25,84,Pending Renewal
PO-00514,2024-08-25,AWS,Cloud Services,Merchant Services,AWS Cloud Services,1,771238.89,771238.89,24,2026-08-15,52,In Procurement
PO-00515,2025-11-15,Arista,Network Hardware,Data Platform,Arista Network Hardware,10,85501.64,855016.40,36,2028-10-30,83,Active
PO-00516,2024-08-18,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,168702.38,168702.38,36,2027-08-03,44,Active
PO-00517,2024-10-22,AWS,Cloud Services,Consumer Products,AWS Cloud Services,1,408075.82,408075.82,36,2027-10-07,83,Active
PO-00518,2025-12-29,ServiceNow,Software License,Consumer Products,ServiceNow Software License,364,104660.74,38096509.36,24,2027-12-19,81,In Procurement
PO-00519,2023-10-25,Dell,Laptops,Corporate IT,Dell Laptops,64,1265.71,81005.44,12,2024-10-19,60,In Procurement
PO-00520,2023-05-08,Palo Alto,Security,Merchant Services,Palo Alto Security,44,48848.18,2149319.92,36,2026-04-22,55,In Procurement
PO-00521,2025-07-15,NetApp,Storage,Corporate IT,NetApp Storage,1,99290.37,99290.37,12,2026-07-10,43,Pending Renewal
PO-00522,2024-05-01,Palo Alto,Security,Consumer Products,Palo Alto Security,42,103222.35,4335338.70,36,2027-04-16,45,In Procurement
PO-00523,2025-02-20,Okta,Security,Consumer Products,Okta Security,43,13221.48,568523.64,24,2027-02-10,34,Retired
PO-00524,2024-02-20,Dell EMC,Storage,Core Payments,Dell EMC Storage,1,189762.44,189762.44,60,2029-01-24,87,In Procurement
PO-00525,2025-01-23,Zscaler,Security,Fraud & Risk,Zscaler Security,41,128310.09,5260713.69,36,2028-01-08,39,In Procurement
PO-00526,2023-06-02,AWS,Cloud Services,Merchant Services,AWS Cloud Services,1,150166.46,150166.46,12,2024-05-27,59,Active
PO-00527,2024-07-25,GCP,Cloud Services,Core Payments,GCP Cloud Services,1,42101.04,42101.04,36,2027-07-10,66,In Procurement
PO-00528,2023-11-14,NetApp,Storage,Merchant Services,NetApp Storage,4,181776.98,727107.92,12,2024-11-08,80,Active
PO-00529,2024-09-08,Dell EMC,Storage,Core Payments,Dell EMC Storage,5,213137.90,1065689.50,36,2027-08-24,74,Active
PO-00530,2025-12-02,Okta,Security,Corporate IT,Okta Security,15,172472.85,2587092.75,12,2026-11-27,41,In Procurement
PO-00531,2023-07-08,Oracle,Software License,Data Platform,Oracle Software License,279,134490.47,37522841.13,24,2025-06-27,70,Active
PO-00532,2025-12-22,Pure Storage,Storage,Merchant Services,Pure Storage Storage,2,238322.44,476644.88,36,2028-12-06,82,Pending Renewal
PO-00533,2024-05-07,CrowdStrike,Security,Core Payments,CrowdStrike Security,43,65551.28,2818705.04,36,2027-04-22,44,Active
PO-00534,2026-01-11,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,314841.99,314841.99,36,2028-12-26,47,Active
PO-00535,2023-03-31,Lenovo,Server Hardware,Corporate IT,Lenovo Server Hardware,17,24485.61,416255.37,36,2026-03-15,79,Pending Renewal
PO-00536,2023-01-16,Dell,Server Hardware,Fraud & Risk,Dell Server Hardware,25,27905.07,697626.75,60,2027-12-21,59,Active
PO-00537,2024-02-26,Arista,Network Hardware,Consumer Products,Arista Network Hardware,7,101101.48,707710.36,60,2029-01-30,89,Retired
PO-00538,2023-11-11,Zscaler,Security,Consumer Products,Zscaler Security,5,135705.89,678529.45,12,2024-11-05,28,Active
PO-00539,2023-12-31,Azure,Cloud Services,Core Payments,Azure Cloud Services,1,67865.94,67865.94,24,2025-12-20,41,Active
PO-00540,2025-06-05,Pure Storage,Storage,Data Platform,Pure Storage Storage,4,163101.06,652404.24,36,2028-05-20,57,Active
PO-00541,2023-05-10,Dell,Laptops,Corporate IT,Dell Laptops,13,2867.70,37280.10,60,2028-04-13,38,Active
PO-00542,2024-09-09,Dell EMC,Storage,Core Payments,Dell EMC Storage,3,199919.60,599758.80,60,2029-08-14,50,Active
PO-00543,2023-03-05,Pure Storage,Storage,Data Platform,Pure Storage Storage,4,208198.76,832795.04,36,2026-02-17,76,Retired
PO-00544,2025-02-03,Apple,Laptops,Consumer Products,Apple Laptops,83,1974.95,163920.85,12,2026-01-29,80,Pending Renewal
PO-00545,2025-03-18,Palo Alto,Security,Core Payments,Palo Alto Security,3,5880.22,17640.66,36,2028-03-02,59,Active
PO-00546,2025-11-15,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,177272.18,177272.18,12,2026-11-10,65,Active
PO-00547,2024-01-07,Arista,Network Hardware,Corporate IT,Arista Network Hardware,5,27347.51,136737.55,60,2028-12-11,81,In Procurement
PO-00548,2023-05-18,Zscaler,Security,Consumer Products,Zscaler Security,36,17800.30,640810.80,24,2025-05-07,27,Active
PO-00549,2024-04-25,Palo Alto,Network Hardware,Merchant Services,Palo Alto Network Hardware,6,19744.74,118468.44,12,2025-04-20,66,Active
PO-00550,2024-09-18,Pure Storage,Storage,Data Platform,Pure Storage Storage,3,159840.47,479521.41,60,2029-08-23,76,Pending Renewal
PO-00551,2024-10-03,Juniper,Network Hardware,Merchant Services,Juniper Network Hardware,7,24393.54,170754.78,12,2025-09-28,75,Retired
PO-00552,2024-11-10,Apple,Laptops,Merchant Services,Apple Laptops,78,2966.91,231418.98,36,2027-10-26,34,Active
PO-00553,2023-12-26,Apple,Laptops,Merchant Services,Apple Laptops,259,2634.35,682296.65,60,2028-11-29,34,In Procurement
PO-00554,2023-06-06,Palo Alto,Security,Corporate IT,Palo Alto Security,13,51066.06,663858.78,36,2026-05-21,41,Active
PO-00555,2024-03-11,CrowdStrike,Security,Corporate IT,CrowdStrike Security,38,75898.53,2884144.14,12,2025-03-06,41,Pending Renewal
PO-00556,2024-08-18,Lenovo,Laptops,Merchant Services,Lenovo Laptops,210,1780.60,373926.00,12,2025-08-13,59,Active
PO-00557,2023-01-22,ServiceNow,Software License,Core Payments,ServiceNow Software License,204,91284.46,18622029.84,36,2026-01-06,71,Pending Renewal
PO-00558,2024-01-02,AWS,Cloud Services,Corporate IT,AWS Cloud Services,1,362514.15,362514.15,36,2026-12-17,100,Pending Renewal
PO-00559,2023-03-24,AWS,Cloud Services,Consumer Products,AWS Cloud Services,1,751948.45,751948.45,12,2024-03-18,69,Active
PO-00560,2025-01-09,NetApp,Storage,Core Payments,NetApp Storage,2,136703.03,273406.06,36,2027-12-25,52,Active
PO-00561,2025-12-03,Dell,Laptops,Core Payments,Dell Laptops,175,1468.39,256968.25,60,2030-11-07,88,Active
PO-00562,2025-02-14,ServiceNow,Software License,Corporate IT,ServiceNow Software License,90,94476.56,8502890.40,24,2027-02-04,31,Pending Renewal
PO-00563,2024-04-01,AWS,Cloud Services,Corporate IT,AWS Cloud Services,1,307299.74,307299.74,36,2027-03-17,34,Active
PO-00564,2023-10-12,HP,Laptops,Corporate IT,HP Laptops,13,2504.78,32562.14,36,2026-09-26,90,Active
PO-00565,2023-11-04,Cisco,Network Hardware,Corporate IT,Cisco Network Hardware,11,37293.09,410223.99,12,2024-10-29,84,In Procurement
PO-00566,2025-09-13,HPE,Server Hardware,Data Platform,HPE Server Hardware,11,34649.46,381144.06,60,2030-08-18,92,Active
PO-00567,2025-04-21,Lenovo,Laptops,Corporate IT,Lenovo Laptops,92,2882.87,265224.04,12,2026-04-16,68,Pending Renewal
PO-00568,2026-03-18,Arista,Network Hardware,Consumer Products,Arista Network Hardware,9,9506.95,85562.55,12,2027-03-13,79,Active
PO-00569,2026-02-28,Juniper,Network Hardware,Fraud & Risk,Juniper Network Hardware,9,115197.41,1036776.69,60,2031-02-02,100,Retired
PO-00570,2025-08-23,Okta,Security,Core Payments,Okta Security,14,83610.59,1170548.26,24,2027-08-13,72,Active
PO-00571,2024-01-08,Palo Alto,Network Hardware,Corporate IT,Palo Alto Network Hardware,3,96380.85,289142.55,60,2028-12-12,58,Retired
PO-00572,2025-02-28,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,191552.89,191552.89,12,2026-02-23,53,Active
PO-00573,2023-11-03,HPE,Server Hardware,Corporate IT,HPE Server Hardware,17,33321.61,566467.37,60,2028-10-07,88,Pending Renewal
PO-00574,2023-07-10,Microsoft,Software License,Corporate IT,Microsoft Software License,258,188219.60,48560656.80,24,2025-06-29,82,Retired
PO-00575,2025-05-11,Cisco,Network Hardware,Consumer Products,Cisco Network Hardware,11,54622.13,600843.43,36,2028-04-25,92,Active
PO-00576,2026-03-25,Palo Alto,Network Hardware,Data Platform,Palo Alto Network Hardware,6,72740.53,436443.18,12,2027-03-20,43,Active
PO-00577,2023-06-21,Juniper,Network Hardware,Data Platform,Juniper Network Hardware,4,109659.82,438639.28,36,2026-06-05,45,Pending Renewal
PO-00578,2025-02-07,GCP,Cloud Services,Core Payments,GCP Cloud Services,1,420611.86,420611.86,36,2028-01-23,52,Active
PO-00579,2025-05-22,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,94200.74,94200.74,36,2028-05-06,53,Pending Renewal
PO-00580,2025-03-24,Apple,Laptops,Corporate IT,Apple Laptops,151,3778.68,570580.68,12,2026-03-19,59,Active
PO-00581,2026-02-10,ServiceNow,Software License,Data Platform,ServiceNow Software License,92,92868.14,8543868.88,24,2028-01-31,67,Active
PO-00582,2023-09-01,Zscaler,Security,Consumer Products,Zscaler Security,9,154624.81,1391623.29,36,2026-08-16,86,Active
PO-00583,2024-11-24,Lenovo,Laptops,Core Payments,Lenovo Laptops,119,2521.69,300081.11,60,2029-10-29,42,Active
PO-00584,2023-10-25,Palo Alto,Network Hardware,Consumer Products,Palo Alto Network Hardware,1,97502.48,97502.48,36,2026-10-09,46,Pending Renewal
PO-00585,2023-06-13,Dell,Laptops,Core Payments,Dell Laptops,144,1776.60,255830.40,60,2028-05-17,89,Active
PO-00586,2023-04-28,Salesforce,Software License,Corporate IT,Salesforce Software License,147,178045.66,26172712.02,12,2024-04-22,73,Retired
PO-00587,2025-11-27,HP,Laptops,Core Payments,HP Laptops,113,3411.48,385497.24,36,2028-11-11,81,Pending Renewal
PO-00588,2023-03-15,Salesforce,Software License,Fraud & Risk,Salesforce Software License,315,42785.98,13477583.70,24,2025-03-04,100,Active
PO-00589,2025-03-29,AWS,Cloud Services,Fraud & Risk,AWS Cloud Services,1,797485.54,797485.54,24,2027-03-19,57,Active
PO-00590,2023-07-04,Microsoft,Software License,Consumer Products,Microsoft Software License,361,17619.98,6360812.78,36,2026-06-18,48,Active
PO-00591,2024-07-20,ServiceNow,Software License,Merchant Services,ServiceNow Software License,178,240840.27,42869568.06,12,2025-07-15,56,Active
PO-00592,2023-08-07,Microsoft,Software License,Merchant Services,Microsoft Software License,90,102080.09,9187208.10,36,2026-07-22,59,Active
PO-00593,2025-11-17,Splunk,Software License,Merchant Services,Splunk Software License,485,29693.74,14401463.90,24,2027-11-07,96,Pending Renewal
PO-00594,2024-05-13,Dell EMC,Storage,Data Platform,Dell EMC Storage,4,147344.62,589378.48,36,2027-04-28,39,In Procurement
PO-00595,2024-06-12,HP,Laptops,Corporate IT,HP Laptops,24,2453.12,58874.88,12,2025-06-07,39,Active
PO-00596,2024-12-24,GCP,Cloud Services,Fraud & Risk,GCP Cloud Services,1,335816.52,335816.52,36,2027-12-09,94,Pending Renewal
PO-00597,2024-12-01,Lenovo,Server Hardware,Fraud & Risk,Lenovo Server Hardware,10,11441.35,114413.50,12,2025-11-26,55,Active
PO-00598,2024-01-25,NetApp,Storage,Corporate IT,NetApp Storage,3,57954.35,173863.05,36,2027-01-09,63,Retired
PO-00599,2024-02-28,Arista,Network Hardware,Consumer Products,Arista Network Hardware,4,105365.39,421461.56,12,2025-02-22,72,Pending Renewal
PO-00600,2025-10-05,NetApp,Storage,Core Payments,NetApp Storage,1,231244.21,231244.21,60,2030-09-09,83,Active
PO-00601,2025-10-05,CrowdStrike,Security,Data Platform,CrowdStrike Security,24,113616.81,2726803.44,36,2028-09-19,85,In Procurement
PO-00602,2023-09-20,Splunk,Software License,Data Platform,Splunk Software License,114,187667.26,21394067.64,12,2024-09-14,49,Pending Renewal
PO-00603,2024-12-12,Zscaler,Security,Data Platform,Zscaler Security,35,10698.46,374446.10,24,2026-12-02,92,Active
PO-00604,2024-03-07,Supermicro,Server Hardware,Merchant Services,Supermicro Server Hardware,23,8311.49,191164.27,36,2027-02-20,38,Pending Renewal
PO-00605,2024-01-19,Lenovo,Server Hardware,Merchant Services,Lenovo Server Hardware,20,39888.15,797763.00,60,2028-12-23,66,Pending Renewal
PO-00606,2025-05-08,Pure Storage,Storage,Fraud & Risk,Pure Storage Storage,4,114626.58,458506.32,60,2030-04-12,85,In Procurement
PO-00607,2026-03-16,Pure Storage,Storage,Data Platform,Pure Storage Storage,3,120921.31,362763.93,12,2027-03-11,100,In Procurement
PO-00608,2025-02-19,Lenovo,Server Hardware,Fraud & Risk,Lenovo Server Hardware,18,23992.09,431857.62,12,2026-02-14,63,Active
PO-00609,2025-10-20,Palo Alto,Security,Data Platform,Palo Alto Security,1,35906.27,35906.27,12,2026-10-15,100,Pending Renewal
PO-00610,2024-05-28,Salesforce,Software License,Merchant Services,Salesforce Software License,403,121911.74,49130431.22,36,2027-05-13,66,In Procurement
PO-00611,2023-05-03,Microsoft,Software License,Data Platform,Microsoft Software License,51,172790.52,8812316.52,12,2024-04-27,77,Retired
PO-00612,2025-01-07,Supermicro,Server Hardware,Consumer Products,Supermicro Server Hardware,11,17611.46,193726.06,60,2029-12-12,44,Pending Renewal
PO-00613,2024-12-20,Okta,Security,Merchant Services,Okta Security,2,77058.16,154116.32,36,2027-12-05,82,Pending Renewal
PO-00614,2024-08-05,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,783704.78,783704.78,24,2026-07-26,64,Active
